0.05,-0.0675,0.073,1.0401,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.096,-0.0875,0.0751,0.9733,0,0,0,0,0,0,0,0,0,0,47.64038395,-122.12284397,0,
0.096,-0.0875,0.0751,0.9733,-0.1411,0.0227,0.3183,0,0,0,0,0,0,0,47.64038395,-122.12284397,0,
0.11,-0.0875,0.0751,0.9733,-0.1411,0.0227,0.3183,0.1421,-0.1515,-0.0026,0,0,0,0,47.64038395,-122.12284397,0,
0.115,-0.0875,0.0751,0.9733,-0.1411,0.0227,0.3183,0.1421,-0.1515,-0.0026,0,188.561,-4.3646,-4.9138,47.64038395,-122.12284397,0,
0.129,-0.0875,0.0751,0.9733,-0.1411,0.0227,0.3183,0.1421,-0.1515,-0.0026,1010.2,188.561,-4.3646,-4.9138,47.64038395,-122.12284397,0,
0.135,-0.0875,0.0751,0.9733,-0.2196,0.0591,0.0939,0.1421,-0.1515,-0.0026,1010.2,188.561,-4.3646,-4.9138,47.64038395,-122.12284397,0,
0.156,-0.0875,0.0751,0.9733,-0.2196,0.0591,0.0939,0.1421,-0.1515,-0.0026,1010.2,188.5222,-4.4982,-4.6263,47.64038395,-122.12284397,0,
0.165,-0.0621,0.07,0.9858,-0.2196,0.0591,0.0939,0.1421,-0.1515,-0.0026,1010.2,188.5222,-4.4982,-4.6263,47.64038395,-122.12284397,0,
0.175,-0.0621,0.07,0.9858,-0.2196,0.0591,0.0939,0.0663,-0.0934,0.0382,1010.2,188.5222,-4.4982,-4.6263,47.64038395,-122.12284397,0,
0.175,-0.0621,0.07,0.9858,-0.2449,-0.0105,-0.2182,0.0663,-0.0934,0.0382,1010.2,188.5222,-4.4982,-4.6263,47.64038395,-122.12284397,0,
0.195,-0.0621,0.07,0.9858,-0.2449,-0.0105,-0.2182,0.0663,-0.0934,0.0382,1010.2,188.4067,-4.7267,-4.6143,47.64038395,-122.12284397,0,
0.208,-0.0621,0.07,0.9858,-0.2449,-0.0105,-0.2182,0.0663,-0.0934,0.0382,1010.1613,188.4067,-4.7267,-4.6143,47.64038395,-122.12284397,0,
0.215,-0.0621,0.07,0.9858,-0.0266,-0.0943,0.2029,0.0663,-0.0934,0.0382,1010.1613,188.4067,-4.7267,-4.6143,47.64038395,-122.12284397,0,
0.235,-0.0638,0.0848,0.9859,-0.0266,-0.0943,0.2029,0.0663,-0.0934,0.0382,1010.1613,188.4067,-4.7267,-4.6143,47.64038395,-122.12284397,0,
0.236,-0.0638,0.0848,0.9859,-0.0266,-0.0943,0.2029,0.0663,-0.0934,0.0382,1010.1613,188.3236,-4.9493,-4.6298,47.64038395,-122.12284397,0,
0.239,-0.0638,0.0848,0.9859,-0.0266,-0.0943,0.2029,0.0997,0.0194,0.0336,1010.1613,188.3236,-4.9493,-4.6298,47.64038395,-122.12284397,0,
0.249,-0.0638,0.0848,0.9859,-0.0266,-0.0943,0.2029,0.0997,0.0194,0.0336,1010.0988,188.3236,-4.9493,-4.6298,47.64038395,-122.12284397,0,
0.255,-0.0638,0.0848,0.9859,-0.0916,-0.0714,-0.0983,0.0997,0.0194,0.0336,1010.0988,188.3236,-4.9493,-4.6298,47.64038395,-122.12284397,0,
0.275,-0.0638,0.0848,0.9859,-0.0916,-0.0714,-0.0983,0.0997,0.0194,0.0336,1010.0988,188.3137,-5.2599,-4.6177,47.64038395,-122.12284397,0,
0.295,-0.0638,0.0848,0.9859,-0.0568,-0.0288,0.2603,0.0997,0.0194,0.0336,1010.0988,188.3137,-5.2599,-4.6177,47.64038395,-122.12284397,0,
0.304,-0.0638,0.0848,0.9859,-0.0568,-0.0288,0.2603,0.125,0.017,0.0091,1010.0988,188.3137,-5.2599,-4.6177,47.64038395,-122.12284397,0,
0.305,-0.0722,0.0882,0.9872,-0.0568,-0.0288,0.2603,0.125,0.017,0.0091,1010.0988,188.3137,-5.2599,-4.6177,47.64038395,-122.12284397,0,
0.315,-0.0722,0.0882,0.9872,-0.0568,-0.0288,0.2603,0.125,0.017,0.0091,1010.0988,188.2632,-5.479,-4.6797,47.64038395,-122.12284397,0,
0.329,-0.0722,0.0882,0.9872,-0.0568,-0.0288,0.2603,0.125,0.017,0.0091,1010.0778,188.2632,-5.479,-4.6797,47.64038395,-122.12284397,0,
0.334,-0.0722,0.0882,0.9872,-0.0416,-0.028,0.4195,0.125,0.017,0.0091,1010.0778,188.2632,-5.479,-4.6797,47.64038395,-122.12284397,0,
0.355,-0.0722,0.0882,0.9872,-0.0416,-0.028,0.4195,0.125,0.017,0.0091,1010.0778,188.1942,-5.4076,-4.5444,47.64038395,-122.12284397,0,
0.364,-0.0734,0.0975,1.0036,-0.0416,-0.028,0.4195,0.125,0.017,0.0091,1010.0778,188.1942,-5.4076,-4.5444,47.64038395,-122.12284397,0,
0.369,-0.0734,0.0975,1.0036,-0.0416,-0.028,0.4195,-0.0239,-0.054,0.0379,1010.0778,188.1942,-5.4076,-4.5444,47.64038395,-122.12284397,0,
0.374,-0.0734,0.0975,1.0036,-0.3578,0.2216,-0.8401,-0.0239,-0.054,0.0379,1010.0778,188.1942,-5.4076,-4.5444,47.64038395,-122.12284397,0,
0.394,-0.0734,0.0975,1.0036,-0.3578,0.2216,-0.8401,-0.0239,-0.054,0.0379,1010.0778,188.1163,-5.5148,-4.5178,47.64038395,-122.12284397,0,
0.409,-0.0734,0.0975,1.0036,-0.3578,0.2216,-0.8401,-0.0239,-0.054,0.0379,1010.0729,188.1163,-5.5148,-4.5178,47.64038395,-122.12284397,0,
0.414,-0.0734,0.0975,1.0036,-0.2475,0.0506,0.1661,-0.0239,-0.054,0.0379,1010.0729,188.1163,-5.5148,-4.5178,47.64038395,-122.12284397,0,
0.434,-0.0734,0.0975,1.0036,-0.2475,0.0506,0.1661,0.1269,0.0677,0.0383,1010.0729,188.1163,-5.5148,-4.5178,47.64038395,-122.12284397,0,
0.435,-0.0566,0.0904,1.0153,-0.2475,0.0506,0.1661,0.1269,0.0677,0.0383,1010.0729,188.1163,-5.5148,-4.5178,47.64038395,-122.12284397,0,
0.435,-0.0566,0.0904,1.0153,-0.2475,0.0506,0.1661,0.1269,0.0677,0.0383,1010.0729,187.9993,-5.8472,-4.6864,47.64038395,-122.12284397,0,
0.449,-0.0566,0.0904,1.0153,-0.2475,0.0506,0.1661,0.1269,0.0677,0.0383,1010.143,187.9993,-5.8472,-4.6864,47.64038395,-122.12284397,0,
0.454,-0.0566,0.0904,1.0153,-0.2372,-0.0971,0.217,0.1269,0.0677,0.0383,1010.143,187.9993,-5.8472,-4.6864,47.64038395,-122.12284397,0,
0.474,-0.0566,0.0904,1.0153,-0.2372,-0.0971,0.217,0.1269,0.0677,0.0383,1010.143,187.9355,-6.025,-4.7568,47.64038395,-122.12284397,0,
0.494,-0.0566,0.0904,1.0153,-0.0899,-0.0075,0.4227,0.1269,0.0677,0.0383,1010.143,187.9355,-6.025,-4.7568,47.64038395,-122.12284397,0,
0.498,-0.0566,0.0904,1.0153,-0.0899,-0.0075,0.4227,0.0684,-0.0022,0.0303,1010.143,187.9355,-6.025,-4.7568,47.64038395,-122.12284397,0,
0.503,-0.0649,0.1151,0.9596,-0.0899,-0.0075,0.4227,0.0684,-0.0022,0.0303,1010.143,187.9355,-6.025,-4.7568,47.64038395,-122.12284397,0,
0.513,-0.0649,0.1151,0.9596,-0.0899,-0.0075,0.4227,0.0684,-0.0022,0.0303,1010.143,187.8526,-6.1539,-4.6421,47.64038395,-122.12284397,0,
0.529,-0.0649,0.1151,0.9596,-0.0899,-0.0075,0.4227,0.0684,-0.0022,0.0303,1010.0863,187.8526,-6.1539,-4.6421,47.64038395,-122.12284397,0,
0.533,-0.0649,0.1151,0.9596,-0.0531,-0.0827,-0.0006,0.0684,-0.0022,0.0303,1010.0863,187.8526,-6.1539,-4.6421,47.64038395,-122.12284397,0,
0.553,-0.0649,0.1151,0.9596,-0.0531,-0.0827,-0.0006,0.0684,-0.0022,0.0303,1010.0863,187.7518,-5.9643,-4.4383,47.64038395,-122.12284397,0,
0.563,-0.0649,0.1151,0.9596,-0.0531,-0.0827,-0.0006,-0.0699,-0.0679,0.0542,1010.0863,187.7518,-5.9643,-4.4383,47.64038395,-122.12284397,0,
0.564,-0.0669,0.1203,0.9783,-0.0531,-0.0827,-0.0006,-0.0699,-0.0679,0.0542,1010.0863,187.7518,-5.9643,-4.4383,47.64038395,-122.12284397,0,
0.573,-0.0669,0.1203,0.9783,-0.0982,-0.1238,-0.0661,-0.0699,-0.0679,0.0542,1010.0863,187.7518,-5.9643,-4.4383,47.64038395,-122.12284397,0,
0.593,-0.0669,0.1203,0.9783,-0.0982,-0.1238,-0.0661,-0.0699,-0.0679,0.0542,1010.0863,187.5977,-5.7834,-4.3765,47.64038395,-122.12284397,0,
0.609,-0.0669,0.1203,0.9783,-0.0982,-0.1238,-0.0661,-0.0699,-0.0679,0.0542,1010.0999,187.5977,-5.7834,-4.3765,47.64038395,-122.12284397,0,
0.613,-0.0669,0.1203,0.9783,-0.152,-0.2712,0.0928,-0.0699,-0.0679,0.0542,1010.0999,187.5977,-5.7834,-4.3765,47.64038395,-122.12284397,0,
0.627,-0.0669,0.1203,0.9783,-0.152,-0.2712,0.0928,-0.0724,-0.0008,0.0762,1010.0999,187.5977,-5.7834,-4.3765,47.64038395,-122.12284397,0,
0.633,-0.0603,0.1251,0.994,-0.152,-0.2712,0.0928,-0.0724,-0.0008,0.0762,1010.0999,187.5977,-5.7834,-4.3765,47.64038395,-122.12284397,0,
